gripperX,gripperY,gripperRot,gripperGrasp,targetX,targetY,box1X,box1Y,box1Rot,box2X,box2Y,box2Rot
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0.015625476851710562,0,0,0,39.92409083661361,101.26727779891613,100.40324471443687,-50.84400508365547,-3.010285672603219,-208.66620904428336,-145.99038337581194,-1.4370681894315402
0.015625476851710562,0,0,0,39.8881522398547,101.26727779891613,100.36730611767797,-50.84400508365545,-3.010285672603219,-208.70214764104225,-145.99038337581194,-1.4370681894315402
0.3281350138859218,0,0,0,39.85143236925317,101.26727779891614,100.33058624707645,-50.84400508365545,-3.010285672603219,-208.73886751164378,-145.99038337581194,-1.4370681894315402
0.4609515671254616,0,0,0,39.09672183731557,101.26727779891615,99.57587571513885,-50.844005083655425,-3.010285672603219,-209.49357804358135,-145.9903833758119,-1.4370681894315402
0.47657704397717215,0,0,0,38.01348565457075,101.26727779891617,98.49263953239402,-50.84400508365542,-3.010285672603219,-210.57681422632618,-145.99038337581186,-1.4370681894315402
0.47657704397717215,0,0,0,36.8935296012244,101.26727779891617,97.37268347904767,-50.844005083655404,-3.010285672603219,-211.6967702796725,-145.9903833758119,-1.4370681894315402
0.47657704397717215,0,0,0,35.79740240007691,101.26727779891623,96.27655627790018,-50.84400508365537,-3.010285672603219,-212.79289748082002,-145.99038337581186,-1.4370681894315402
0.5078279976805933,0,0,0,34.67744634673057,101.26727779891623,95.15660022455384,-50.84400508365537,-3.010285672603219,-213.91285353416635,-145.99038337581183,-1.4370681894315402
0.5937681203650014,0,0,0,33.458659152297116,101.26727779891624,93.93781303012041,-50.844005083655354,-3.010285672603219,-215.1316407285998,-145.99038337581183,-1.4370681894315402
0.5937681203650014,0,0,0,32.09299247545762,101.26727779891624,92.5721463532809,-50.844005083655354,-3.010285672603219,-216.49730740543933,-145.99038337581183,-1.4370681894315402
0.6093935972167119,0,0,0,30.69763739259985,101.26727779891621,91.17679127042314,-50.84400508365537,-3.010285672603219,-217.89266248829708,-145.99038337581186,-1.4370681894315402
0.6015808587908567,0,0,0,29.265562439140556,101.26727779891618,89.74471631696383,-50.8440050836554,-3.010285672603219,-219.32473744175638,-145.99038337581186,-1.4370681894315402
0.5937681203650014,0,-0.0859375,0,27.881926463921598,101.26727779891615,88.36108034174488,-50.84400508365542,-3.010285672603219,-220.70837341697535,-145.99038337581192,-1.4370681894315402
0.5937681203650014,0,-0.0859375,0,25.98653278390303,101.39674615192628,87.2155625571081,-50.414242735542295,-3.0053510268509007,-221.38061641004887,-147.08460466565123,-1.432133543679222
0.554704428235725,0,-0.3671875,0,24.130869735186145,101.51447337145379,86.09237700085983,-49.99903114654291,-3.000521373561398,-222.0333203689139,-148.1586723908876,-1.4273038903897186
0.554704428235725,0,-0.453125,0,20.902435287479413,101.94689023844272,85.84234017250171,-48.31414658575665,-2.9807827905521243,-220.28592804888504,-152.53623610905547,-1.4075653073804455
0.5468916898098697,0,-0.453125,0,16.855556423426833,102.43089548684614,85.76489769869372,-46.051672914188536,-2.9542101526905107,-217.4861675866014,-158.370647055522,-1.380992669518832
0.5468916898098697,0,-0.453125,0,12.984481960629713,102.7948442114973,85.65224693348625,-43.88496478690856,-2.928744708073131,-214.64055270995345,-163.88911067834363,-1.355527224901452
0.500015259254738,0,-0.4609375,0,9.021005041508767,103.06442047997096,85.48021110364719,-41.67520865561374,-2.902725666833634,-211.58890605912828,-169.451185180769,-1.3295081836619551
0.4687643055513169,0,-0.453125,0,5.032538218111186,103.23815125703845,85.3757626361863,-39.382102297868556,-2.8756948800433717,-208.13136777474654,-175.14043517938097,-1.302477396871693
0.4531388286996063,0,-0.4609375,0,1.404997152758678,103.30520266779618,85.27585894783559,-37.269506920060515,-2.850783032048109,-204.75855973252231,-180.29676491508292,-1.2775655488764301
0.4531388286996063,0,-0.4609375,0,-2.3939244648074167,103.27802140882382,85.16780892416297,-35.02784715747388,-2.8243153866493107,-200.97987310282718,-185.6806420847781,-1.251097903477632
0.4531388286996063,0,-0.4765625,0,-6.029316521794217,103.15836825355393,85.00878702227966,-32.88439758519847,-2.79897402403344,-197.22968159372385,-190.73941772114802,-1.2257565408617612
0.4531388286996063,0,-0.4765625,0,-9.748940091973633,102.93830094466125,84.82188419495847,-30.672812469041556,-2.772773632176353,-193.1843269617514,-195.86756755260544,-1.1995561490046742
0.4531388286996063,0,-0.4765625,0,-13.54391743008675,102.61240287203738,84.57101889446838,-28.418241268894903,-2.745991009389109,-188.91167016642814,-200.99859743044888,-1.17277352621743
0.4531388286996063,0,-0.4765625,0,-17.410947184990768,102.17426776839378,84.2524423899726,-26.122753452242407,-2.718626155671707,-184.4058095157395,-206.12137631307095,-1.1454086725000283
0.4531388286996063,0,-0.4765625,0,-21.182716308403247,101.64345958963469,83.87993336412211,-23.88506337525705,-2.6918435328844628,-179.86170992484423,-211.01364522224122,-1.118626049712784
0,0,-0.4765625,0,-24.938918015237853,101.01183598293674,83.44763388766351,-21.65815138381408,-2.6650609100972185,-175.1882278692696,-215.78247124630948,-1.0918434269255397
0,0,-0.4765625,0,-27.635012577926634,100.30776002001193,83.99769956608523,-19.415704736615115,-2.638278287309974,-169.34686994705777,-220.39652383890677,-1.0650608041382954
0,0,-0.4765625,0,-30.3692308002146,99.51407167339586,84.49749292282156,-17.110137713398377,-2.6109134335925726,-163.25310150963696,-224.9475826245387,-1.0376959504208938
0,0,-0.4765625,0,-33.08070889201019,98.64586833525541,84.93401552937053,-14.791758815988825,-2.583548579875171,-157.03709102874677,-229.33020324930732,-1.0103310967034922
0,0,-0.484375,0,-35.65361995681154,97.74538364746296,85.29237081130506,-12.561632226767768,-2.557348188018084,-150.97534045372066,-233.36545728968247,-0.9841307048464053
0,0,-0.515625,0,-38.30087591337265,96.73873859361048,85.60267761709088,-10.235463233197727,-2.530126505840885,-144.56759026471636,-237.38829357445704,-0.9569090226692062
0,0,-0.515625,0,-41.20809122187375,95.53655770575054,85.87299723657728,-7.642739588689704,-2.4998886765500834,-137.32449143244324,-241.6505206573334,-0.9266711933784045
0,0,-0.53125,0,-43.95885407041406,94.30249089621392,86.05838483018792,-5.151458359825837,-2.470910756813065,-130.2652890114914,-245.52788957650438,-0.8976932736413862
0,0,-0.53125,0,-46.874959580043935,92.8874523538229,86.17708817868964,-2.468318426800642,-2.4397566296649664,-122.55410791628157,-249.4663919528719,-0.8665391464932873
