gripperX, gripperY, gripperRot, gripperGrasp, targetX, targetY, box1X, box1Y, box1Rot, box2X, box2Y, box2Rot, blank
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,37.75088442059818,-38.93418453573462,2.4903783502935446,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,37.87571266498999,-39.028662561697836,2.4939046597003798,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,37.995747769815964,-39.11879418403883,2.497044050508048,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.09430211152126,-39.19237245099328,2.4994500530356167,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.17508884526246,-39.25241889633431,2.5013090594717506,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.241233602491405,-39.301413652552654,2.5027564216991967,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.2951647539811,-39.34123232378296,2.5038855359800407,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.33952890446808,-39.373892267560194,2.5047796891320933,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.37577888694355,-39.400535146203396,2.505488784877239,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.40538614740763,-39.42226747649685,2.50605367419841,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.429492322666285,-39.43992609649756,2.5065023212135444,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.449286037952454,-39.454408506770285,2.5068639150100958,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.46544084105549,-39.466220927925924,2.50715490733609,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.47858860269133,-39.47581872712729,2.5073877274714884,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.48937776672989,-39.48368994108561,2.5075767854657616,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.49815103231589,-39.49008394422333,2.507728780685348,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.50535387875475,-39.495328794892814,2.507852375754856,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.511212618687765,-39.49958993950818,2.507951871904575,-253.83379418128206,-202.19892416018075,2.74025339334923,
0.0,0.0,0.0,0.0,-9.418829915601677,211.0338495195047,38.51600054276618,-39.503069996218414,2.5080326230843997,-253.83379418128206,-202.19892416018075,2.74025339334923,
