gripperX, gripperY, gripperRot, gripperGrasp, targetX, targetY, box1X, box1Y, box1Rot, box2X, box2Y, box2Rot, blank
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
0.0,0.0,0.0,0.0,-33.796327701834194,145.04760678435971,-237.5430307302586,-15.947054633486772,-2.6327864094162323,-168.8456348640584,147.4318540457016,-2.559988295871193,
