A,B,C,D,E,F,G,H,I,J,K,L
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
0.0,0.0,0.0,0.0,21.480373389312724,127.31630043754777,-50.093069476971856,-174.51667638403927,2.5309716727735285,105.83704971433832,-215.67474306228647,0.1468216043318955
