A,B,C,D,E,F,G,H,I,J,K,L
0.0,0.07814145088195801,0.0,0.0,48.613042863546255,-43.22373904164333,50.82993886766872,-37.907480712533825,-0.040394380034896926,194.19089944817986,126.01380584372265,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.613042863546276,-43.35267243559853,50.82993886766872,-38.03641410648904,-0.040394380034896926,194.19089944817986,125.88487244976747,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354628,-43.49332704718604,50.829938867668766,-38.17706871807655,-0.040394380034896926,194.19089944817986,125.74421783817995,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354628,-43.610539223508965,50.82993886766875,-38.29428089439948,-0.040394380034896926,194.19089944817986,125.627005661857,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354628,-43.73947261746417,50.82993886766875,-38.423214288354686,-0.040394380034896926,194.19089944817986,125.49807226790182,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354628,-43.8723130839635,50.829938867668744,-38.55605475485401,-0.040394380034896926,194.19089944817986,125.36523180140249,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.613042863546276,-43.99733940537466,50.82993886766872,-38.68108107626518,-0.040394380034896926,194.19089944817986,125.24020547999132,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.613042863546255,-44.12627279932986,50.829938867668716,-38.81001447022039,-0.040394380034896926,194.19089944817986,125.11127208603612,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.613042863546255,-44.255206193285076,50.829938867668716,-38.9389478641756,-0.040394380034896926,194.19089944817986,124.98233869208087,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354625,-44.384139587240284,50.829938867668716,-39.0678812581308,-0.040394380034896926,194.19089944817986,124.8534052981257,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354625,-44.513072981195485,50.829938867668716,-39.19681465208601,-0.040394380034896926,194.19089944817986,124.72447190417047,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.613042863546255,-44.6420063751507,50.829938867668716,-39.32574804604122,-0.040394380034896926,194.1908994481798,124.59553851021528,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354628,-44.8295458572674,50.829938867668744,-39.51328752815792,-0.040394380034896926,194.19089944817986,124.4079990280986,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354628,-44.899873163061145,50.82993886766872,-39.58361483395166,-0.040394380034896926,194.19089944817986,124.33767172230482,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.613042863546276,-45.028806557016345,50.829938867668744,-39.712548227906865,-0.040394380034896926,194.19089944817986,124.20873832834965,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.613042863546276,-45.157739950971546,50.829938867668744,-39.841481621862066,-0.040394380034896926,194.19089944817986,124.07980493439442,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354625,-45.28276627238273,50.829938867668716,-39.96650794327324,-0.040394380034896926,194.19089944817986,123.95477861298323,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354625,-45.41560673888205,50.829938867668716,-40.099348409772574,-0.040394380034896926,194.19089944817986,123.82193814648393,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354624,-45.544540132837255,50.829938867668716,-40.228281803727775,-0.040394380034896926,194.19089944817986,123.69300475252872,-2.883844518968202
0.0,0.07814145088195801,0.0,0.0,48.61304286354624,-45.673473526792456,50.829938867668716,-40.357215197682976,-0.040394380034896926,194.1908994481798,123.56407135857351,-2.883844518968202
