A,B,C,D,E,F,G,H,I,J,K,L
0.0,0.023453116416931152,0.0,0.0,-17.73849520814236,-32.816888139975646,122.39791915085522,-87.17922979758762,-2.9562508096984668,-242.26980103886063,146.74236107158043,-0.5037547878575528
0.0,0.023453116416931152,0.0,0.0,-17.738495208142382,-32.85324047042191,122.3979191508552,-87.21558212803389,-2.9562508096984668,-242.26980103886063,146.70600874113416,-0.5037547878575528
0.0,0.023453116416931152,0.0,0.0,-17.73849520814239,-32.89311076833068,122.3979191508552,-87.25545242594265,-2.9562508096984668,-242.2698010388607,146.66613844322538,-0.5037547878575528
0.0,0.023453116416931152,0.0,0.0,-17.738495208142396,-32.93180841041862,122.3979191508552,-87.29415006803059,-2.9562508096984668,-242.2698010388607,146.62744080113742,-0.5037547878575528
0.0,0.0312657356262207,0.0,0.0,-17.73849520814241,-32.97050605250655,122.39791915085516,-87.33284771011853,-2.9562508096984668,-242.2698010388607,146.58874315904953,-0.5037547878575528
0.0,0.0312657356262207,0.0,0.0,-17.73849520814243,-33.020531229508464,122.39791915085512,-87.38287288712044,-2.9562508096984668,-242.2698010388607,146.5387179820476,-0.5037547878575528
0.0,0.0312657356262207,0.0,0.0,-17.73849520814244,-33.07211969329171,122.39791915085512,-87.43446135090369,-2.9562508096984668,-242.2698010388607,146.48712951826437,-0.5037547878575528
0.0,0.0312657356262207,0.0,0.0,-17.738495208142425,-33.12527144385627,122.39791915085516,-87.48761310146824,-2.9562508096984668,-242.2698010388607,146.43397776769982,-0.5037547878575528
0.0,0.023453116416931152,0.0,0.0,-17.738495208142425,-33.176859907639496,122.39791915085516,-87.53920156525146,-2.9562508096984668,-242.2698010388607,146.38238930391654,-0.5037547878575528
0.0,0.023453116416931152,0.0,0.0,-17.738495208142446,-33.214384893906605,122.39791915085512,-87.57672655151858,-2.9562508096984668,-242.2698010388608,146.34486431764947,-0.5037547878575528
0.0,0.023453116416931152,0.0,0.0,-17.738495208142453,-33.25308253599454,122.39791915085512,-87.61542419360651,-2.9562508096984668,-242.2698010388607,146.3061666755615,-0.5037547878575528
0.0,0.023453116416931152,0.0,0.0,-17.738495208142464,-33.292952833903314,122.39791915085512,-87.65529449151529,-2.9562508096984668,-242.2698010388607,146.26629637765274,-0.5037547878575528
0.0,0.023453116416931152,0.0,0.0,-17.738495208142478,-33.330477820170415,122.3979191508551,-87.69281947778238,-2.9562508096984668,-242.2698010388608,146.22877139138566,-0.5037547878575528
