A,B,C,D,E,F,G,H,I,J,K,L
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
0.0,0.0,0.0,0.0,46.17333179571702,-186.27372819063172,117.88604052927212,-187.00510350059517,-0.7078246136942763,12.787126747968893,-150.0064718201681,0.1029657767467631
